"Code","Event Name","Title","Composer","Arranger","Publisher [Collection]","Grade","Specification"
"931-4-21585","Mixed Chorus","Placido e il mar","Mozart","Wagner","Lawson-Gould Music Publishing Company","4","(Italian) (accomp)"
"931-4-21586","Mixed Chorus","A Red, Red Rose","Mulholland","Rodby","European American","4","(accomp)"
"931-4-21587","Mixed Chorus","White","Nelson","","Boosey & Hawkes, Inc.","4","(SAB) (keyboard) (accomp)"
"931-4-21588","Mixed Chorus","The Moon Lies in the Meadow","Oler","Strommen","Boosey & Hawkes, Inc.","4","(accomp)"
"931-4-21589","Mixed Chorus","Sing Hi Ho (from Love Songs)","Parker","","Hinshaw Music Inc.","4","(accomp)"
"931-4-21591","Mixed Chorus","Two Choruses (from Queen Mary's Birthday Ode)","Purcell","Malin","Marks Music Corporation","4","(sing both) (accomp)"
"931-4-21592","Mixed Chorus","Haleluya. Haleli nafshi","Rossi","Jacobson","Broude Brothers","4","(Hebrew) (keyboard) (accomp)"
"931-4-21593","Mixed Chorus","Fiddler Man (from Three American Lyrics)","Rutter","","Hinshaw Music Inc. [Three American Lyrics]","4","(SSATB) (accomp)"
"931-4-21594","Mixed Chorus","Riddle Song","Rutter","","Oxford University Press","4","(keyboard or inst) (accomp)"
"931-4-21595","Mixed Chorus","Seeds Grow To Plants (from Canticles of America)","Rutter","","Bourne, Co.","4","(SSATB) (accomp)"
"931-4-21597","Mixed Chorus","Der Tanz","Schubert","Robinson","Hinshaw Music Inc.","4","(German) (accomp)"
"931-4-21598","Mixed Chorus","Lebenslust","Schubert","Gordon","Tetra Music Corporation","4","(German) (accomp)"
"931-4-21599","Mixed Chorus","Magnificat","Schubert","Walker","Alliance Music Publications","4","(Latin) (accomp)"
"931-4-21600","Mixed Chorus","Sound the Trumpet (from Mirjams Siegesgesang)","Schubert","Hopson","Carl Fischer, Inc.","4","(opt trumpet) (accomp)"
"931-4-21601","Mixed Chorus","Tantum ergo in Eb","Schubert","Herrmann","G. Schirmer, Inc.","4","(Latin) (sing one verse) (solo quartet) (keyboard) (accomp)"
"931-4-21602","Mixed Chorus","Reeds of Innocence","Schultz","","Boosey & Hawkes, Inc.","4","(flute & piano) (accomp)"
"931-4-21603","Mixed Chorus","So Wahr Die Sonne Scheinet","Schumann","Hall","National Music Publishers, Inc.","4","(German) (accomp)"
"931-4-21604","Mixed Chorus","Ehre sei dem Vater","Schutz","Stone","Tetra Music Corporation","4","(German) (opt continuo) (accomp)"
"931-4-21610","Mixed Chorus","Choose Something Like a Star (from Frostiana)","Thompson","","E.C. Schirmer Music Company","4","(accomp)"
"931-4-21611","Mixed Chorus","The Road Not Taken (from Frostiana)","Thompson","","E.C. Schirmer Music Company","4","(accomp)"
"931-4-21612","Mixed Chorus","Leucht im dunkeln Erdentale","Zumsteeg","","E.C. Schirmer Music Company","4","(German) (keyboard) (accomp)"
"931-4-21708","Mixed Chorus","Muie Rendera","Fonseca","","earthsongs","4","(Portuguese) (SSATB) (a cappella)"
"931-4-21789","Mixed Chorus","Werfet Panier Auf Im Lande","Telemann","Kaplan","Tetra Music Corporation","4","(German) (a cappella)"
"931-4-21806","Mixed Chorus","The Bells","Ahrold","","J. Fisher & Bro.","4","(accomp)"
"931-4-23235","Mixed Chorus","Domine Fili Unigenite (from Gloria)","Vivaldi","Kjelson/Thomas","Multiple Publishers;Belwin, Inc;Roger Dean Publishing Company;Warner Bros. Music Publications Inc.","4","(Latin) (accomp)"
"931-4-24170","Mixed Chorus","Luci Care, Luci Belle","Mozart","Carl","National Music Publishers, Inc.","4","(Italian) (SAB) (keyboard or inst) (accomp)"
"931-4-25077","Mixed Chorus","Vesper Bells Ringing","Dvorak","Zipper","Broude Brothers [Songs of Nature]","4","(a cappella)"
"931-4-25078","Mixed Chorus","Golden Sunlight","Dvorak","Zipper","Broude Brothers [Songs of Nature]","4","(SATB divisi) (a cappella)"
"931-4-25079","Mixed Chorus","Slender Young Birch","Dvorak","Zipper","Broude Brothers [Songs of Nature]","4","(SATTB) (a cappella)"
"931-4-25080","Mixed Chorus","This Day","Dvorak","Zipper","Broude Brothers [Songs of Nature]","4","(SATTB) (a cappella)"
"931-4-25081","Mixed Chorus","Benedictus","Gawthrop","","Dunston House [Three Motets]","4","(Latin) (SSATB) (a cappella)"
"931-4-25082","Mixed Chorus","O Vos Omnes","Gawthrop","","Dunston House [Three Motets]","4","(Latin) (SSATB) (a cappella)"
"931-4-25084","Mixed Chorus","Begrabnislied","Schubert","Blezzard","Carl Fischer, Inc. [Classic Partsongs]","4","(German) (must also sing Gott der weltschopfer) (accomp)"
"931-4-25085","Mixed Chorus","Gott Der Weltschopfer","Schubert","Blezzard","Carl Fischer, Inc. [Classic Partsongs]","4","(German) (must also sing Begrabnislied) (accomp)"
"931-4-27519","Mixed Chorus","Esto Les Digo","Lange","","Alliance Music Publications","4","(SATB, sop solo) (a cappella)"
"931-4-27544","Mixed Chorus","Sanctus in d minor","Bach","Hunt","Alliance Music Publications","4","(two vln, vla, & continuo) (accomp)"
"931-4-27545","Mixed Chorus","Ae Fond Kiss","Bailey","","Alliance Music Publications","4","(SATB divisi, tenor solo) (piano or harp) (accomp)"
"931-4-27546","Mixed Chorus","Cantemus","Bardos","","Walton Music Corporation [Cantemus]","4","(SSATB) (a cappella)"
"931-4-27547","Mixed Chorus","Yo Le Canto Todo El Dia","Brunner","","Boosey & Hawkes, Inc.","4","(SSATB) (accomp)"
"931-4-27549","Mixed Chorus","Ave Maria","Busto","","Walton Music Corporation [Cantemus]","4","(SATB div) (organ or keyboard) (accomp)"
"931-4-27550","Mixed Chorus","Be Unto Me, O Lord (from Musicke's Praier)","Byrd","Brown","Multiple Publishers;Faber Music, Ltd.;Hal Leonard Music, Inc.","4","(a cappella)"
"931-4-27551","Mixed Chorus","Ye Banks and Braes","Anon. or Trad.","Calvert","Belwin, Inc","4","(accomp)"
"931-4-27552","Mixed Chorus","1. There is Sweet Music Here (from There Is Sweet Music Here)","Chatman","","Jaymar Music Limited [from There Is Sweet Music Here]","4","(SATB div) (oboe) (accomp)"
"931-4-27553","Mixed Chorus","2. Song of the Laughing Green Woods (from There Is Sweet Music Here)","Chatman","","Jaymar Music Limited [from There Is Sweet Music Here]","4","(SATB divisi) (oboe) (accomp)"
"931-4-27554","Mixed Chorus","Londonderry Air","Anon. or Trad.","Chilcott","Oxford University Press","4","(accomp)"
"931-4-27555","Mixed Chorus","Beatus Vir","Czerny","Banner","Lawson-Gould Music Publishing Company","4","(a cappella)"
"931-4-27556","Mixed Chorus","O Deus Amor Meus","Czerny","Banner","Lawson-Gould Music Publishing Company","4","(a cappella)"
"931-4-27557","Mixed Chorus","Psalm 100","Daley","","Belwin, Inc","4","(SATB double chorus) (a cappella)"
"931-4-27558","Mixed Chorus","Chanson d'automne","Diepenbrock","","Walton Music Corporation [Cantemus 3]","4","(a cappella)"
"931-4-27559","Mixed Chorus","As Torrents in Summer","Elgar","Livingston","Theodore Presser Company","4","(a cappella)"
"931-4-27560","Mixed Chorus","Ye Followers of the Lamb","Anon. or Trad.","Ferguson","Associated Music Publishers Inc.","4","(SSAATB) (accomp)"
"931-4-27561","Mixed Chorus","Soft Are The Soles (from Three Songs At Dusk)","Fritschel","","Alliance Music Publications","4","(SATB divisi) (a cappella)"
"931-4-27563","Mixed Chorus","Almighty and Everlasting God (from Musicke's praier)","Gibbons","Brown","Hal Leonard Music, Inc.","4","(a cappella)"
"931-4-27565","Mixed Chorus","Hallelujah, Amen (from Judas Maccabaeus)","Handel","Deis","G. Schirmer, Inc.","4","(accomp)"
"931-4-27566","Mixed Chorus","Veni sancte spiritus (from Opus Musicum, Vol. II)","Handl","Gilbert","Alliance Music Publications","4","(a cappella)"
"931-4-27567","Mixed Chorus","Ave Maria","Haydn","Banner","Alliance Music Publications","4","(accomp)"
"931-4-27569","Mixed Chorus","Down by the Sally Gardens (Three Folksongs, No. 3)","Anon. or Trad.","Higginbottom","Oxford University Press","4","(SSATB, solo) (a cappella)"
"931-4-27570","Mixed Chorus","Lord, For Thy Tender Mercy's Sake (from Musicke's Praier)","Hilton","Brown","Hal Leonard Music, Inc.","4","(a cappella)"
"931-4-27572","Mixed Chorus","Plaudant Aetheri","Holzbauer","Banner","Alliance Music Publications","4","(opt inst ensemble) (accomp)"
"931-4-27573","Mixed Chorus","Blackbird's Courting Song (from Folk Song Trilogy)","Anon. or Trad.","Mabry","Roger Dean Publishing Company","4","(accomp)"
"931-4-27574","Mixed Chorus","Cheres Fleurs (from Chanson des Bois d'Amaranthe)","Massenet","Bloesch","Alliance Music Publications","4","(French) (a cappella)"
"931-4-27575","Mixed Chorus","10. Lerchengesang (from II. Sechs Lieder im Freien zu singen op. 48)","Mendelssohn","","C.F. Peters Corporation [from II. Sechs Lieder im Freien zu singen op. 48]","4","(a cappella)"
"931-4-27576","Mixed Chorus","11. Morgengebet (from II. Sechs Lieder im Freien zu singen op. 48)","Mendelssohn","","C.F. Peters Corporation [from II. Sechs Lieder im Freien zu singen op. 48]","4","(a cappella)"
"931-4-27577","Mixed Chorus","12. Herbstlied (from II. Sechs Lieder im Freien zu singen op. 48)","Mendelssohn","","C.F. Peters Corporation [from II. Sechs Lieder im Freien zu singen op. 48]","4","(a cappella)"
"931-4-27578","Mixed Chorus","13. Im Grunen (from III. Sechs Lieder im Freien zu singen op. 59)","Mendelssohn","","C.F. Peters Corporation [from III. Sechs Lieder im Freien zu singen op. 59]","4","(a cappella)"
"931-4-27579","Mixed Chorus","20. Der Gluckliche (from IV. Sechs Lieder op. 88)","Mendelssohn","","C.F. Peters Corporation [from IV. Sechs Lieder op. 88]","4","(a cappella)"
"931-4-27580","Mixed Chorus","21. Hirtenlied (from IV. Sechs Lieder op. 88)","Mendelssohn","","C.F. Peters Corporation [from IV. Sechs Lieder op. 88]","4","(a cappella)"
"931-4-27581","Mixed Chorus","22. Die Waldvogelein (from IV. Sechs Lieder op. 88)","Mendelssohn","","C.F. Peters Corporation [from IV. Sechs Lieder op. 88]","4","(a cappella)"
"931-4-27582","Mixed Chorus","24. Der wandernde Musikant (from IV. Sechs Lieder op. 88)","Mendelssohn","","C.F. Peters Corporation [from IV. Sechs Lieder op. 88]","4","(a cappella)"
"931-4-27583","Mixed Chorus","26. Lob des Fruhlings (from V. Sechs Lieder im Freien zu singen op. 100)","Mendelssohn","","C.F. Peters Corporation","4","(a cappella)"
"931-4-27584","Mixed Chorus","3. Es fiel ein Reif (from I. Sechs Lieder im Freien zu singen op. 41)","Mendelssohn","","C.F. Peters Corporation [from I. Sechs Lieder im Freien zu singen op. 41]","4","(a cappella)"
"931-4-27585","Mixed Chorus","4. Auf ihrem Grab (from I. Sechs Lieder im Freien zu singen op. 41)","Mendelssohn","","C.F. Peters Corporation [from I. Sechs Lieder im Freien zu singen op. 41]","4","(a cappella)"
"931-4-27586","Mixed Chorus","7. Fruhlingsahnung (from II. Sechs Lieder im Freien zu singen op. 48)","Mendelssohn","","C.F. Peters Corporation [from II. Sechs Lieder im Freien zu singen op. 48]","4","(a cappella)"
"931-4-27587","Mixed Chorus","8. Die Primel (from II. Sechs Lieder im Freien zu singen op. 48)","Mendelssohn","","C.F. Peters Corporation [from II. Sechs Lieder im Freien zu singen op. 48]","4","(a cappella)"
"931-4-27588","Mixed Chorus","9. Fruhlingsfeier (from II. Sechs Lieder im Freien zu singen op. 48)","Mendelssohn","","C.F. Peters Corporation [from II. Sechs Lieder im Freien zu singen op. 48]","4","(a cappella)"
"931-4-27589","Mixed Chorus","Gloria in Excelsis","Mozart","","G. Schirmer, Inc.","4","(SATB, SATB quartet) (accomp)"
"931-4-27590","Mixed Chorus","Duerme","Anon. or Trad.","Noble","Alliance Music Publications","4","(a cappella)"
"931-4-27591","Mixed Chorus","Mamayog akun (My Dear Mamayog)","Anon. or Trad.","Obispo","Walton Music Corporation [Cantemus 3]","4","(SATB divisi) (a cappella)"
"931-4-27592","Mixed Chorus","O, Mistress Mine!","Orban","","Hinshaw Music Inc.","4","(a cappella)"
"931-4-27593","Mixed Chorus","God Is Seen","Anon. or Trad.","Parker","Lawson-Gould Music Publishing Company","4","(SATTBB) (a cappella)"
"931-4-27594","Mixed Chorus","Johnny, I Hardly Knew Ye","Anon. or Trad.","Parker","Lawson-Gould Music Publishing Company","4","(SATBB) (a cappella)"
"931-4-27595","Mixed Chorus","Put vejini","Anon. or Trad.","Raminsh","Walton Music Corporation [Cantemus 3]","4","(SATB divisi, solo) (a cappella)"
"931-4-27596","Mixed Chorus","Two American Folk-Songs","Anon. or Trad.","Rutter","Oxford University Press","4","(SATB divisi, bass, tenor, & sop or alto soli) (sing both) (a cappella)"
"931-4-27597","Mixed Chorus","Sohran Bushi (Fisherman's Work Song)","Anon. or Trad.","Shimizu","Walton Music Corporation [Cantemus]","4","(a cappella)"
"931-4-27598","Mixed Chorus","1. Winds of May (from Three Chamber Music Pieces of James Joyce)","Spencer","","National Music Publishers, Inc. [from Three Chamber Music Pieces of James Joyce]","4","(SATB divisi) (a cappella)"
"931-4-27599","Mixed Chorus","2. In the Dark Pine-wood (from Three Chamber Music Pieces of James Joyce)","Spencer","","National Music Publishers, Inc. [from Three Chamber Music Pieces of James Joyce]","4","(SATTB) (a cappella)"
"931-4-27600","Mixed Chorus","3. Bright Cap and Streamers (from Three Chamber Music Pieces of James Joyce)","Spencer","","National Music Publishers, Inc. [from Three Chamber Music Pieces of James Joyce]","4","(SSAATB) (a cappella)"
"931-4-27601","Mixed Chorus","Heraclitus (from The Blue Bird/Heraclitus)","Stanford","Bartlett","Oxford University Press","4","(a cappella)"
"931-4-27602","Mixed Chorus","1. Steal Away (from Five Negro Spirituals)","Anon. or Trad.","Tippett","Schott Company","4","(SATB divisi, sop, tenor soli) (a cappella)"
"931-4-27603","Mixed Chorus","2. Nobody Knows (from Five Negro Spirituals)","Anon. or Trad.","Tippett","Schott Company","4","(SATB divisi, sop, tenor soli) (a cappella)"
"931-4-27604","Mixed Chorus","3. Go Down, Moses (from Five Negro Spirituals)","Anon. or Trad.","Tippett","Schott Company","4","(SATB divisi, sop, baritone soli) (a cappella)"
"931-4-27605","Mixed Chorus","Khvalite Imja Gospodne","Twardowski","","Walton Music Corporation [Cantemus 3]","4","(SATB divisi) (a cappella)"
"931-4-27606","Mixed Chorus","Agnus Dei (from Missa Brevis)","Vasiliauskaite","","Roger Dean Publishing Company","4","(SATB divisi) (a cappella)"
"931-4-27607","Mixed Chorus","El Vito","Anon. or Trad.","Wilberg","Hinshaw Music Inc.","4","(SATB divisi) (piano, 4 hands) (accomp)"
"931-4-27608","Mixed Chorus","O Whistle and I'll Come to Ye (from Three Scottish Folksongs)","Anon. or Trad.","Wilberg","Hinshaw Music Inc.","4","(piano duet) (accomp)"
"931-4-27609","Mixed Chorus","Dorven Dalai (The Four Seas)","Anon. or Trad.","Yongrub","earthsongs","4","(SATB div) (a cappella)"
"931-4-27610","Mixed Chorus","1. There is a Garden (from Two Campion Poems)","Young","","Alliance Music Publications [from Two Campion Poems]","4","(SATB divisi) (a cappella)"
"931-4-27611","Mixed Chorus","2. When to Her Lute Corinna Sings (from Two Campion Poems)","Young","","Alliance Music Publications [from Two Campion Poems]","4","(SATB divisi) (a cappella)"
"931-4-27612","Mixed Chorus","Sudden Light","Young","","Gentry Publications","4","(SATB divisi) (a cappella)"
"931-4-27647","Mixed Chorus","Even When God Is Silent","Horvit","","Transcontinental Music Publications","4","(a cappella)"
"931-4-28023","Mixed Chorus","The Lamb (from Three Songs of Innocence)","Neufeld","","Aberdeen Music, Inc.","4","(a cappella)"
"931-4-28024","Mixed Chorus","The Little Boy Lost (from Three Songs of Innocence)","Neufeld","","Aberdeen Music, Inc.","4","(a cappella)"
"931-4-28054","Mixed Chorus","2. In Monte Oliveti (from Two Motets)","Croce","McCray","Shawnee Press","4","(Latin) (a cappella)"
"931-4-28058","Mixed Chorus","Sing a Song of Sixpence (from Five Childhood Lyrics)","Rutter","","Oxford University Press","4","(SATB divisi) (a cappella)"
"931-4-28059","Mixed Chorus","Love Is a Sickness (from Love Songs)","Parker","","Hinshaw Music Inc.","4","(accomp)"
"931-4-29305","Mixed Chorus","O Vos Omnes","Croce","Leavitt","Hal Leonard Music, Inc.","4","(SATB) (a cappella)"
"931-4-29306","Mixed Chorus","Ihr Musici, Frisch auf!","Hassler","Michaels","Hal Leonard Music, Inc.","4","(SSATBB) (a cappella)"
"931-4-29311","Mixed Chorus","Where Dwells the Soul of My Love","Childs","","Santa Barbara Music Publishing","4","(SATB) (oboe or flute) (accomp)"
"931-4-29312","Mixed Chorus","The Gartan Mother's Lullaby","Anon. or Trad.","Ginsberg","Santa Barbara Music Publishing","4","(SATB) (opt flute or vln) (accomp)"
"931-4-29320","Mixed Chorus","Jubilate Deo","Goemanne","","Mark Foster Music Company","4","(SAB) (accomp)"
"931-4-29322","Mixed Chorus","This Shall Be for Music","Schultz","","Colla Voce","4","(SATB) (vla) (accomp)"
"931-4-29328","Mixed Chorus","With a Voice of Singing","Shaw","","G. Schirmer, Inc.","4","(SATB) (accomp)"
"931-4-29329","Mixed Chorus","Shout to God","Martin","","Harold Flammer, Inc.","4","(SATB) (accomp)"
"931-4-29331","Mixed Chorus","Kyrie Eleison","Lechner","Leininger","Alliance Music Publications","4","(SAB) (Latin) (a cappella)"
"931-4-29334","Mixed Chorus","Ave Verum","Saint-Sains","","DF","4","(SATB) (a cappella)"
"931-4-29337","Mixed Chorus","Kyrie Eleison","Mozart","Leininger","Alliance Music Publications","4","(SATB) (inst opt) (accomp)"
"931-4-29343","Mixed Chorus","Close Now Thine Eyes","Gawthrop","","Dunston House","4","(SATB) (a cappella)"
"931-4-29355","Mixed Chorus","Dixit Dominus (from Two Puccini Psalms)","Puccini","Banner","Alliance Music Publications","4","(SATB) (accomp)"
"931-4-29357","Mixed Chorus","Cantate Domino","Hassler","Greyson","Bourne, Co.","4","(SATB) (a cappella)"
"931-4-29358","Mixed Chorus","Haste Thee, O God","Batten","","E.C. Schirmer Music Company","4","(SATB) (a cappella)"
"931-4-29359","Mixed Chorus","Vamuvamba","Anon. or Trad.","Mganga","earthsongs","4","(SATB) (a cappella)"
"931-4-29360","Mixed Chorus","Au verd boys","Jannequin","","Mark Foster Music Company","4","(SATB) (a cappella)"
"931-4-29361","Mixed Chorus","Come, O Thou Traveler Unknown","Young","","Alliance Music Publications","4","(SATB div) (opt flute/oboe) (a cappella)"
"931-4-29362","Mixed Chorus","Wohlauf, ihr Gaste","Widmann","Sherman","Alliance Music Publications","4","(SATB) (a cappella)"
"931-4-29364","Mixed Chorus","Jenny Rebecca","Hall","McElfresh","Aberdeen Music, Inc.","4","(SSATB) (a cappella)"
"931-4-29365","Mixed Chorus","En el Portal e Belen","Anon. or Trad.","Henderson","earthsongs","4","(SATB) (accomp)"
"931-4-29366","Mixed Chorus","Gate Gate","Tate","","earthsongs","4","(SATB) (accomp)"
"931-4-29367","Mixed Chorus","Alleluia, Alleluia!","Pergolesi","Agey","G. Schirmer, Inc.","4","(SSATB) (piano or organ) (accomp)"
"931-4-29374","Mixed Chorus","Exsultate justi in Domino","Adams","","Santa Barbara Music Publishing","4","(SATB) (accomp)"
"931-4-29425","Mixed Chorus","All Nations Bring Glory","Duson","","Alliance Music Publications","4","(SATB) (a cappella)"
"931-4-29443","Mixed Chorus","Domine Fili a 3","Martini","Banner","Hinshaw Music Inc.","4","(SAB) (opt strings) (accomp)"
"931-4-29449","Mixed Chorus","Eli Jenkins Prayer","Krunnfusz","","Alliance Publications, Inc.","4","(SATB) (a cappella)"
"931-4-29464","Mixed Chorus","Set Me As A Seal","Nance","","Walton Music Corporation","4","(SATB) (french horn) (piano or organ) (accomp)"
"931-4-29566","Mixed Chorus","III. Holub Na Javore (from Three Moravian Duets)","Dvorak","Leck","Hal Leonard Music, Inc.","4","(SATB) (accomp)"
"931-4-29578","Mixed Chorus","Be Thou My Vision","Anon. or Trad.","Basler","Plymouth Music Company","4","(piano & horn) (accomp)"
"931-4-30315","Mixed Chorus","Adoramus Te","Bennett","","Pavane Publishing-Intrada Music Group","4","(SATB) (accomp)"
"931-4-30316","Mixed Chorus","All at Once Well Met Fair Ladies","Weelkes","Liebergen","Carl Fischer, Inc.","4","(SATB) (a cappella)"
"931-4-30317","Mixed Chorus","All Lust und Freud","Hassler","Michaels","Hal Leonard Music, Inc.","4","(SATB) (a cappella)"
"931-4-30318","Mixed Chorus","Aus Meiner Sunden Tiefe","di Lasso","Lovelace","GIA Publications","4","(SATB) (a cappella)"
"931-4-30319","Mixed Chorus","Balulalow","Anon. or Trad.","Custer","GIA Publications","4","(SATB) (a cappella)"
"931-4-30320","Mixed Chorus","Dindirin","Gray","","Alfred Music Company, Inc.","4","(SATB) (a cappella)"
"931-4-30321","Mixed Chorus","Dormi Jesu","Sirett","","Boosey & Hawkes, Inc.","4","(SATB) (a cappella)"
"931-4-30322","Mixed Chorus","Earth Song","Ticheli","","Hinshaw Music Inc.","4","(SATB) (a cappella)"
"931-4-30323","Mixed Chorus","Ego Flos Campi","Aleotta","Aamot","Alliance Music Publications","4","(SAT)(SATB) (a cappella)"
"931-4-30324","Mixed Chorus","Garbe Rame (Dancing with Gourds)","Phillips","","Roger Dean Publishing Co.","4","(SATB)(fl) (accomp)"
"931-4-30325","Mixed Chorus","Grant Us Thy Peace","Wilcken","","Alliance Music Publications","4","(SATB) (a cappella)"
"931-4-30326","Mixed Chorus","I Carry Your Heart With Me","Stroope","","Alliance Music Publications","4","(SATB)(vln) (accomp)"
"931-4-30328","Mixed Chorus","Magnificat in G","Puccini","Banner","Hinshaw Music Inc.","4","(SATB) (accomp)"
"931-4-30329","Mixed Chorus","O Lux Beatissima","Helvey","","Hinshaw Music Inc.","4","(SATB) (a cappella)"
"931-4-30330","Mixed Chorus","Prayer","Clausen","","Roger Dean Publishing Co.","4","(SATB div) (a cappella)"
"931-4-30331","Mixed Chorus","Search Me, O God","Priano","","Lawson-Gould Music Publishing Company","4","(SATB) (a cappella)"
"931-4-30332","Mixed Chorus","Skylark","Kalinnikov","","Musica Russica","4","(SATB) (a cappella)"
"931-4-30333","Mixed Chorus","Tambur","Anon. or Trad.","Bardos","Boosey & Hawkes, Inc.","4","(SATB) (a cappella)"
"931-4-30334","Mixed Chorus","Yedid Nefesh","Bleckner","","Boosey & Hawkes, Inc.","4","(SSATB) (a cappella)"
"931-4-30640","Mixed Chorus","I Love My Love","Dickau","","Walton Music Corporation","4","SATB (cl) (accomp)"
"931-4-30791","Mixed Chorus","Ave Verum","Stopford","","Hal Leonard Music, Inc.","4","(SATB) (divisi) (a cappella)"
"931-4-30792","Mixed Chorus","Awake the Trumpet's Lofty Sound","Handel","Leavitt","Hal Leonard Music, Inc.","4","(SATB) (accomp)"
"931-4-30793","Mixed Chorus","Ce Beau Printemps","Sirett","","Boosey & Hawkes, Inc.","4","(SATB) (a cappella)"
"931-4-30794","Mixed Chorus","El Mar","Ramsey","","Santa Barbara Music Publishing","4","(SATB) (Spanish) (accomp)"
"931-4-30795","Mixed Chorus","Enatus est Emmanuel","Praetorius","Michaels","Hal Leonard Music, Inc.","4","(SATB) (a cappella)"
"931-4-30796","Mixed Chorus","Fyer, Fyer, My Heart","Morley","Leavitt","Hal Leonard Music, Inc.","4","(SATB) (a cappella)"
"931-4-30797","Mixed Chorus","I Shall See","Trotta","","MorningStar Music Publisher","4","(SATB) (a cappella)"
"931-4-30798","Mixed Chorus","If Music Be the Food of Love","Miller","","Santa Barbara Music Publishing","4","(SAB) (piano, flt or vln [not opt]) (accomp)"
"931-4-30799","Mixed Chorus","Northern Lights","Gjeilo","","Walton Music Corporation","4","(SATB) (a cappella)"
"931-4-30800","Mixed Chorus","O Brillante Estrella","Sirett","","Boosey & Hawkes, Inc.","4","(SATB) (accomp)"
"931-4-30801","Mixed Chorus","On Some Solemn Shore","Ramsey","","Hal Leonard Music, Inc.","4","(SATB) (accomp)"
"931-4-30802","Mixed Chorus","The Water Is Wide","Anon. or Trad.","Johnson","G. Schirmer, Inc.","4","(SATB w/ Sop Solo) (Piano and vlc[Cello NOT optional]) (accomp)"
"931-4-30803","Mixed Chorus","Ubi Caritas","Kidd","","Boosey & Hawkes, Inc.","4","(SATB) (a cappella)"
"931-4-31050","Mixed Chorus","O Magnum Mysterium","Antognini","","Alliance Publications, Inc.","4","(SATB) (a cappella)"
"931-4-31051","Mixed Chorus","If Music Be the Food of Love","Dickau","","Colla Voce","4","(SATB) (accomp)"
"931-4-31833","Mixed Chorus","Your Voices Tune","Handel","Michaels","Hal Leonard Music, Inc.","4","(accomp)"
"931-4-31993","Mixed Chorus","Red River Valley","American Folk Song","Douma","G. Schirmer, Inc.","4","(SATB) (a cappella)"
"931-4-31995","Mixed Chorus","Come Away, Sweet Love","Greaves","Leavitt","Hal Leonard Music, Inc.","4","(SSATB) (a cappella)"
"931-4-31998","Mixed Chorus","Blow, blow, thou Winter wind","Rutter","","Oxford University Press","4","(SATB) (accomp)"
"931-4-32025","Mixed Chorus","Cantate Domino","Anerio","Ware","Carl Fischer, Inc.","4","(SATB) (a cappella)"
"931-4-32030","Mixed Chorus","And The Glory of The Lord (No. 4 Chorus from Messiah)","Handel","","G. Schirmer, Inc.","4","(SATB)(G. Schirmer edition required) (accomp)"
"931-4-33313","Mixed Chorus","My Spirit Looks to God Alone","Reed","Fox","G. Schirmer, Inc.","4","(SATB) (a cappella)"
"931-4-34497","Mixed Chorus","Be Thou My Vision","Robinson","","Carl Fischer, Inc.","4","(a cappella)"
"931-4-34498","Mixed Chorus","Gloria Fanfare","Johnson","","Heritage Music Press","4","(a cappella)"
"931-4-34499","Mixed Chorus","Going Across the Mountain","Voth","","Galaxy Music Corporation","4","(a cappella)"
"931-4-34500","Mixed Chorus","Heilig, Heilig, Heilig","Schubert","","Hal Leonard Music, Inc.","4","(a cappella)"
"931-4-34501","Mixed Chorus","Late in My Rash Accounting","Weelkes","Leavitt","Hal Leonard Music, Inc.","4","(optional hand drum) (accomp)"
"931-4-34502","Mixed Chorus","We Hymn Thee (Tebe poem)","Hristov","","Musica Russica","4","(a cappella)"
"931-4-34503","Mixed Chorus","When You Are Old","Erpelding","","Heritage Music Press","4","(accomp)"
"931-4-35329","Mixed Chorus","The Lone Wild Bird","Burchard","","Gentry Publications","4","(SSAB) (a cappella)"
"931-4-35330","Mixed Chorus","Freedom Come for Me","Drennan","","Excelcia","4","(SATB w solo) (a cappella)"
"931-4-35331","Mixed Chorus","He’s Gone Away","Traditional","Robinson","Heritage Music Press","4","(SATB) (a cappella)"
"931-4-35332","Mixed Chorus","The Silver Swan","Bussewitz-Quarm","","Peermusic Classical","4","(SATB) (a cappella)"
"931-4-35333","Mixed Chorus","Bound for Canaan Lan’","Traditional Spiritual","Gibbs","Carl Fischer, Inc.","4","(SATB) (a cappella)"
"931-4-35334","Mixed Chorus","Alleluia","Sharpe","","Heritage Music Press","4","(SATB) (a cappella)"
"931-4-35335","Mixed Chorus","Ain’-a That Good News","Traditional Spiritual","Dawson","Neil A. Kjos Music Company","4","(SATB) (a cappella)"
"931-4-35336","Mixed Chorus","Soon-ah Will Be Done","Traditional Spiritual","","Neil A. Kjos Music Company","4","(SATB) (a cappella)"
"931-4-35337","Mixed Chorus","Lullaby","Priano","","Hal Leonard Music, Inc.","4","(SATB) (opt piano accompaniment) (a cappella)"
"931-4-35339","Mixed Chorus","An Irish Blessing","DiOrio","","Carl Fischer, Inc.","4","(SATB) (accomp)"
"931-4-35340","Mixed Chorus","Ani Ma’amin","Traditional Jewish Folk Song","Coker","Pavane Publishing-Intrada Music Group","4","(SATB) (solo violin) (accomp)"
"931-4-35341","Mixed Chorus","When I Hear Music","Martin","","Alfred Music Company, Inc.","4","(SATB) (accomp)"
